,394_1_www.expedia.de,394_2_www.expedia.de,394_3_www.expedia.de,394_4_www.expedia.de,394_5_www.expedia.de,394_6_www.expedia.de,394_7_www.expedia.de,394_8_www.expedia.de,394_9_www.expedia.de,394_10_www.expedia.de,395_1_www.expedia.de,395_2_www.expedia.de,395_3_www.expedia.de,395_4_www.expedia.de,395_5_www.expedia.de,395_6_www.expedia.de,395_7_www.expedia.de,395_8_www.expedia.de,395_9_www.expedia.de,396_1_www.expedia.de,396_2_www.expedia.de,396_3_www.expedia.de,396_4_www.expedia.de,396_5_www.expedia.de,396_6_www.expedia.de,396_7_www.expedia.de,396_8_www.expedia.de,396_9_www.expedia.de,396_10_www.expedia.de,397_1_www.expedia.de,397_2_www.expedia.de,397_3_www.expedia.de,397_4_www.expedia.de,397_5_www.expedia.de,397_7_www.expedia.de,397_8_www.expedia.de,397_9_www.expedia.de,397_10_www.expedia.de
10,316332.6,295893.0,298458.2,309839.4,332078.8,299647.4,355621.4,305712.0,310550.19999999995,331449.0000000001,68969.4,61136.400000000016,68084.0,63129.6,65974.2,67252.0,68507.8,66960.4,65115.8,22837.6,71598.6,28342.2,69264.8,37527.0,38572.4,69111.2,39393.8,53450.2,72488.39999999997,143927.0,130696.0,145488.4,138886.2,114667.6,126058.8,129617.8,65293.0,131367.8
11,336732.36,328329.5,302258.72,313658.44,373204.7400000001,306915.2,361125.22,310717.7,330473.26,337206.44,67712.74,66638.06,67614.5,67780.26,68473.78,65924.6,68116.92,66761.64,66706.48,24329.12,73517.32,35957.7,73796.02,39528.2,39922.82,73377.08,41610.92000000001,57666.12,73241.86,144160.19999999998,131706.6,145364.24,146657.64,119237.36,154666.88,130611.12,72853.5,133780.32
12,378059.52,441176.0,304040.72,317924.48,437102.32,369225.92,387521.32,333681.99999999994,350124.76,364085.2400000001,74716.08,65814.68000000001,67662.6,69801.59999999998,68595.96,80302.79999999997,67204.56,65719.52,68413.16,26788.63999999998,73906.68000000001,40122.4,74441.8,68283.4,43965.44,74747.8,58196.63999999999,60172.04,71697.48,199752.8000000002,131376.59999999998,167110.0,159061.63999999996,126850.28000000006,169120.2,142391.96,141245.0,164141.72
13,415218.12,450938.0,307730.76,356606.4000000001,472288.16,383907.84,407148.76000000007,375915.6,404536.22,368367.36,81545.40000000001,69290.40000000001,67967.9,71208.67999999995,76404.79999999997,90657.8,69206.8,74463.6,81842.16000000003,30707.34,83660.40000000001,66354.58,75894.79999999999,72491.4,48602.7,72853.56,69516.84,72883.56,83112.4,227894.4,206194.0,227738.0,227858.84,172030.84,215985.38,147204.2,163706.5,222272.36
14,420942.44,537385.0,345681.19999999995,375769.76,489979.8000000001,445295.8000000001,452201.64,406056.8,428870.24,372981.28,97631.60000000018,81219.36,79268.59999999999,77051.88,88027.16,90385.4,90249.96,80909.84,84791.48,32436.4,91101.08,70989.8,83414.08000000003,74155.8,50324.68,87081.16,68864.52,70686.68000000001,103317.68,228721.8,235446.4,230156.88,245362.12,171868.0,228425.28,166576.4799999998,206834.0,228836.32
15,470331.6,580011.0,416674.8,402277.8,550084.3,490190.6000000001,467936.5,431684.5,433992.0,370701.2,124942.7,89634.6,89449.0,83347.59999999999,101070.8,114726.0,90932.2,87235.60000000003,91299.4,38796.7,98938.4,73291.5,100728.29999999996,81022.0,52649.3,95632.2,70598.4,89314.20000000003,103720.6,241138.00000000012,263252.5,231403.60000000012,256557.5,234042.8,228223.4,196961.6,228844.0,225656.6
16,492408.79999999993,668947.0,433766.71999999974,424354.28,554177.4,543753.68,514204.6,512458.3999999999,469366.5999999999,482476.2,189605.48,89770.52,101443.2,117438.96,100460.16,123416.0,90882.32,105308.12,119205.8,41100.88,113071.88000000006,72696.24,103311.52,83028.79999999997,52788.68,103407.76,77230.52,103826.56,102576.88,266131.2,265749.6,241431.20000000013,268003.68,230244.68,235493.92,235388.16,235919.0,250565.96
17,520011.72,707772.0,520343.84,422991.34,571331.8,545284.64,540011.76,568564.2,535690.56,508419.56000000006,205657.82,112423.26,102087.7,151730.62,120525.19999999998,174770.99999999994,93481.32,124645.36000000002,147362.36,44106.54,145915.76,70862.38,104575.12,91463.6,54341.31999999988,108290.48,76095.04000000001,103660.36,107310.59999999998,338768.8,271641.2,306624.15999999986,315920.14,267437.48000000004,269820.96,253726.79999999987,238782.5,354515.27999999974
18,528194.36,726388.0,612184.52,439342.16,581672.76,565987.64,542154.48,643494.9999999999,605443.84,550336.8800000006,205278.56,148926.0,110314.00000000007,167280.39999999994,129968.88,194096.0,143921.48000000007,157624.60000000006,184684.88000000015,45522.96,179939.87999999992,77650.4,108322.68,96396.8,82411.4,123263.75999999998,74531.31999999999,103976.68,157457.39999999994,401263.0,307779.6000000001,369489.72,373793.24,324157.44,352222.36,270264.88,318302.0,391231.88
19,529001.44,752351.5,720226.2,494837.64,646634.9,622853.2000000008,541726.3,673860.1,729180.74,589705.68,241350.66,202371.34,175411.60000000006,190907.76,164587.69999999998,272160.40000000014,165455.39999999994,234670.64,216026.48,46297.48,281715.6,87524.83999999997,172574.40000000002,123377.79999999984,88770.68,196538.9600000001,81913.59999999998,102968.56,213206.15999999977,436583.8000000002,410417.2,455217.20000000007,451851.6799999995,370858.6400000001,402805.82,278171.59999999986,362228.0,414475.8800000003
20,530527.3999999999,805555.0,798132.0,553407.6000000002,805386.2,673149.4000000006,580206.3999999999,678766.0,755558.3999999997,624162.2,298989.4,270004.0,192436.0,242473.7999999997,234756.8,315970.0,217332.8,292414.60000000003,252084.00000000003,51337.8,332532.2,98556.00000000004,198945.59999999992,150278.0,98633.39999999998,273297.60000000003,90125.6,126619.4,297383.9999999999,517113.0,465617.0,471828.8,495290.0,398471.79999999993,489073.4,344098.8,425969.0,487605.4
21,626549.2399999994,831594.0,847136.0,623449.52,882839.02,738529.7600000006,679523.56,709088.8,825997.86,671920.68,325468.66,316816.04,291185.5,310770.66,301617.84,320305.4,281685.16,316083.16000000003,289604.92000000004,63927.36,379605.2,102270.84,284557.3200000001,176382.4,101980.12,337038.56,108339.32,190863.04,351462.7599999999,516922.2,497060.7,475581.64,510917.3999999999,429078.12000000005,488744.54,415714.2,461881.0,489708.84
22,731167.28,857111.0,851875.44,683039.8,889366.16,871367.08,735802.4400000002,726974.3999999997,886002.24,839469.0400000005,323439.04,314702.72,294209.4,311205.16,316579.84,320737.4,311294.48,314675.24,319979.76,69770.44000000015,401269.48,102639.96,341111.04,204505.1999999997,104488.52,410790.24000000034,148093.08,282481.52,382145.6,560356.6000000007,493112.6,473082.32,544453.7599999999,501753.24,485700.48,475025.99999999977,489281.0,487501.72
23,794117.52,876883.0,873239.84,807756.16,894037.4,923835.6800000005,760063.28,779495.7,893937.92,888886.24,328210.58,318112.98,312917.2,309425.18,317116.94,330714.4,321612.56,320442.08000000013,324795.52,103424.07999999996,407223.08,116938.67999999998,392817.4,271136.0,117066.48,452777.76,159723.52,345450.84,385020.62,631754.8,499269.3,516452.72,599269.02,533714.64,585333.4,499127.2,520203.5,544330.1200000001
24,869958.0399999998,896567.0,899648.68,880629.9199999998,909754.72,939869.76,834256.6399999999,852980.9999999999,916323.68,894066.12,339511.04,322765.04,322190.2,352643.3599999999,322062.19999999995,335983.6,324764.76,333733.44,322617.48,120328.59999999995,448400.0,136426.88000000012,421183.16,293360.4,138467.63999999998,457187.00000000006,169060.28,391073.6,386376.4,638827.7999999999,551349.0000000001,585783.9600000001,631935.12,544676.84,633233.28,496179.0,519626.0,628472.2799999999
25,887925.0,923623.0,901864.0,893991.5,919948.0,949257.5,892491.5,865294.0,929114.5,917375.0,369159.0,334696.5,357236.0,355062.5,323759.5,338133.0,328919.0,335805.0,329030.0,144475.0,472439.0,182623.5,443016.5,320302.99999999994,192579.5,461695.0,194199.0,421219.0,396165.0,640621.0,611769.5,638861.0,636156.0,587568.0,637470.0,498895.0,630156.0,634733.0
26,908229.5599999998,930607.0,911102.28,918097.12,929169.36,952140.48,943410.56,950484.2,935402.28,917056.92,383301.24,360984.84,359607.8,373116.92,364904.31999999995,371858.6,335009.76,370793.76,332731.48,157875.0,513059.68,227826.72,450027.08,343035.7999999999,205077.6,466929.32,253760.51999999981,460339.20000000007,448253.52,655788.7999999999,641475.4,642872.56,647787.04,630504.68,649094.36,597267.68,633861.0,640085.08
27,933590.2,937750.0,920397.48,925614.6,936345.52,978465.32,946470.96,986980.2,936750.34,925038.44,398803.78,389840.78,374446.1,375467.38,381167.88,390035.2,335013.64,380591.16,339857.56,163079.76,517507.32000000007,299910.92000000004,457176.28,414031.6,270426.44,469661.36,292057.8800000001,461414.44,452008.84,671414.2,647899.1,647666.22,663210.24,645200.84,666760.74,640063.6,637979.5,654407.1599999999
28,938563.9599999998,943020.0,931672.04,950912.68,944876.56,984339.96,957205.28,999988.2,971415.72,927320.2,408258.4000000001,400700.68000000005,398209.4000000001,380216.88,386410.32,407235.8,341011.04,399072.6000000001,368012.56,196973.72,520240.88,334295.92000000004,469926.76,413260.4,302657.8,475096.76000000007,323916.2,465155.04,485443.24,670356.8,655805.8,651278.4,667211.44,662884.52,665864.24,640710.48,658762.0,663851.32
29,953580.48,965493.0,936332.36,957430.28,952933.62,1005299.74,970807.92,1002855.4,985734.62,937297.96,416312.96,412378.32,400905.00000000006,388911.66,390955.94,412561.2,343027.52,405524.48,373591.2,267257.68,540640.48,382922.5,477767.36,438857.8,309275.48,492512.72,321918.24,467280.8,489326.54,674524.2,657892.3,660507.12,683432.48,665603.56,670103.98,646629.6,666168.0,666134.12
30,967092.8,995081.0,944574.4,983998.6,977701.6,1015965.8,991531.4,1014436.0,1000933.2,939865.6,421034.2,411406.4,406984.0,389042.4,409318.4,438426.0,383370.5999999997,408813.8,395982.00000000006,329405.0,547182.2,415363.4,484798.4,446333.0,313859.6,502165.4,323039.4,473124.6,501744.2,743299.0000000001,675335.0,662375.6,684005.0,676967.4,726959.6,652611.6,665337.0,701409.6
31,979338.72,1008078.0,953816.76,998305.92,980893.4,1025705.88,990761.36,1051442.6999999995,1007559.7,947606.96,447695.18,425243.82,410415.1,407321.0399999999,435252.46,470276.5999999999,393032.36,434690.92,403313.76,385674.44,552352.8,451831.64,505870.1,463486.2,317890.68,525751.6,330836.7600000001,483069.8,500987.56,776396.4000000001,681279.0,683818.86,761053.08,763511.7599999997,787545.38,674580.3999999999,672576.0,794437.2
32,976399.32,1052124.0,993565.8,1003428.4400000002,1006402.68,1093921.16,1013816.2,1109057.4,1081145.28,949862.64,479434.72,482598.16,434155.8,460350.16,486182.6,492161.1999999998,395761.76,517586.52000000025,416378.92,394920.84,557659.52,460659.12,521936.56,471739.6,335272.52000000014,526678.28,366103.84,507561.36,507431.44,814419.2000000002,727130.6,719896.0800000002,843686.24,782188.68,827536.44,681577.12,707404.0,843597.88
33,996159.44,1078658.5,1008213.64,1016156.2,1009076.56,1096752.34,1028122.78,1106798.8,1085196.1,961486.36,527943.28,534129.38,475650.2,522641.79999999993,506694.4399999993,540074.2000000001,412670.56,530585.92,477781.2400000001,438047.1,574910.96,459591.86,529055.98,491673.6,377296.14,536941.08,374514.08,520668.36,540542.6399999998,908757.8000000005,765189.3,749454.5,874499.16,865847.4000000001,922128.96,697175.04,707726.5,912271.56
34,1019291.2,1082633.0,1016703.0,1090710.48,1029818.4,1102885.56,1040696.28,1114745.8,1086211.88,981193.8,549633.24,535577.76,531745.8,526817.76,536470.84,565588.1999999997,441588.4,534958.8,508860.6,448749.6,606475.0,464356.2,535025.04,507224.5999999994,398542.72,539776.12,386840.5999999999,521622.08,561379.92,970606.2000000004,833217.4000000001,778304.96,874398.16,973449.0400000002,969177.92,696786.2799999998,739206.0,968406.76
35,1024871.2,1106894.0,1024764.2,1094779.9,1051519.8000000005,1121605.9,1113702.3,1123263.0,1118021.2,994204.2,571059.0,558865.2000000002,535013.5,549932.3999999998,556691.5,573482.0,486894.2,556428.4,541757.4,473415.3,614700.2000000001,466787.9,538695.5,523078.0,406441.8000000001,573467.2,410066.3999999999,533546.4,563439.6,989559.0,867634.0,858184.3999999998,901779.7999999998,1011377.8,998077.9,722586.1999999994,844467.5,991921.0
36,1098099.48,1105782.0,1054248.919999999,1114587.7200000004,1111835.88,1120537.28,1117982.36,1130623.2,1144836.0799999998,1015296.6,580887.56,569020.96,565922.2,561294.9199999999,568883.64,632682.1999999996,537810.8,586791.0800000004,561660.88,474389.48,622539.24,474441.48,572099.6,523965.2,429301.6,578082.6799999999,428095.12,535185.48,603186.12,1033449.4,942149.2000000008,931281.8,989586.72,1040845.16,1071337.32,808946.9199999991,953299.0,1033104.4
37,1100842.52,1122613.5,1097524.48,1120861.18,1113469.38,1148078.56,1120519.18,1131401.4,1155451.16,1029905.56,612888.6,613594.88,602289.0,653320.22,628503.2399999995,685036.0,543207.4,619416.2000000001,574008.64,476688.14,644258.6,476903.52,582920.24,524030.1999999999,456460.2,617598.0800000001,461846.72,561336.44,640059.46,1071909.0,1024535.4,1014476.0000000005,1037874.0,1058666.08,1088061.1,917982.04,998703.0,1072116.72
38,1102454.48,1135443.0,1132293.3599999996,1127049.28,1135526.96,1172742.36,1139380.4,1145031.2,1151785.9200000002,1045722.68,628569.72,656799.6,660031.6,655739.3999999999,672513.3199999997,697897.0,571525.9599999997,676278.56,615243.4400000002,479635.04,646752.76,515603.84,605247.16,534708.4,462623.36,619805.12,482315.8399999998,589685.36,640914.28,1096341.0,1077265.6,1064589.28,1098888.2,1077035.12,1094139.76,963820.359999999,1056838.0,1097760.8000000005
39,1108417.16,1140999.5,1139827.24,1133714.3,1147318.38,1177110.06,1161745.74,1154517.9,1147352.96,1056503.36,654356.1600000003,664047.48,667171.4000000003,666326.34,691725.26,709762.6,632178.72,686542.88,676978.2000000001,480903.84,649229.36,517448.74,616470.58,537076.2,495604.32,637117.16,508139.08,597661.68,645342.62,1115429.8,1092031.5,1102272.28,1100782.1800000002,1078083.6,1136394.5199999993,1005564.6,1082808.0,1200618.12
40,1107553.0,1164166.0,1152496.6,1152273.2,1158514.2,1181712.2,1182077.8,1148403.0,1162743.9999999998,1074062.4000000006,702359.8,683071.4,690465.0,689806.4,697541.3999999999,712827.0,664853.6,685516.4,693223.8,485338.2,675796.2,521691.2,617236.8,537391.0,510257.2,644332.6,511979.2,612941.2,648778.2,1182260.0,1113494.0,1109122.4,1126039.4,1124889.2,1207479.6,1065440.6,1102780.0,1229670.4
41,1119229.7999999998,1146875.0,1158714.36,1155655.7,1173530.92,1166184.2000000002,1193717.7,1182577.8,1189268.64,1139864.76,700679.66,694634.74,699976.1,693528.06,705946.86,713452.4,670054.52,688365.28,701972.32,488403.94,678456.36,524483.1,623337.9,544179.6,513761.6,647408.68,520839.28,635774.12,654551.38,1240692.6,1204402.6000000006,1203143.26,1146671.16,1161141.08,1231486.06,1080855.9200000002,1204092.0,1228851.6
42,1158657.3199999998,1155971.0,1146106.16,1167656.16,1180391.12,1194854.08,1178093.2,1231202.4,1188482.72,1141999.12,705350.4400000002,703988.76,704488.4,698814.24,705252.16,719366.2,677064.16,692664.36,704590.88,500677.04,665681.9600000001,529452.76,639564.36,561039.6,524573.68,651753.4,521794.48,637209.24,656517.48,1258629.2000000002,1259627.8,1239509.68,1257076.72,1187120.2,1243636.36,1106601.36,1229609.0,1251948.24
43,1181408.24,1169077.5,1162055.72,1167732.46,1194793.76,1204704.22,1194101.64,1286797.9,1229494.4200000002,1147973.84,711504.12,728289.78,707947.4,700625.3799999999,710951.22,724518.4,681379.96,701888.2000000001,709429.64,502465.08,671610.8,530203.86,648931.7,579091.2,526133.78,654396.44,534208.24,639713.56,652539.6800000003,1297664.6,1277784.4,1270514.22,1274030.06,1237433.12,1275448.94,1207219.7999999996,1245201.0,1299565.68
44,1174029.2000000002,1185182.0,1173433.88,1168591.08,1180349.32,1208418.2,1216398.2,1312238.0,1276601.28,1150726.8,717626.36,730131.44,710025.4,706953.04,714108.88,731020.0,699674.64,708354.96,709738.32,516551.6,672443.44,551115.76,652036.08,600036.9999999993,527656.28,659518.5599999999,537451.28,641050.68,640642.76,1353568.2000000002,1284735.2,1328136.3200000012,1291032.12,1260536.8,1326487.1999999993,1233324.7599999998,1298137.0,1342076.0
45,1164886.6,1187258.0,1179569.7999999998,1182364.6000000006,1180277.7,1223448.7000000002,1222626.9,1344008.5,1352027.4,1185650.6,719374.0,730881.7,712546.5,708196.9,714206.4,740362.0,724555.0,714490.8000000002,717273.0,518712.8,675019.6,551146.6,639752.1,641951.0,549241.1,660784.4,542872.2,647984.0,641582.7,1408808.0,1360615.0,1378900.8,1343378.7999999998,1313893.2,1368492.2000000002,1276541.2,1369287.0,1383764.8
46,1181795.04,1195331.0,1182506.2,1208500.2,1198384.08,1255960.2400000002,1268664.56,1364537.0,1428236.9999999998,1204399.32,738838.92,733989.72,712896.0,712687.44,721624.36,743607.8,729196.96,726189.76,733085.84,527668.4,680809.04,559928.36,640142.92,642722.0,554109.36,647034.2,548666.0,651607.16,645792.96,1430625.8,1404640.6,1405192.48,1374556.2,1387916.6800000002,1407099.32,1350498.2,1395091.0,1397908.56
47,1192353.96,1237034.0,1203065.52,1240347.26,1228843.86,1369132.7,1333842.0799999998,1389274.4,1501084.36,1204071.04,741057.72,740118.5200000001,720269.6,715745.5999999999,723919.0599999998,759733.2,729952.96,726147.24,734454.04,550562.34,683394.48,560518.3,638117.18,644044.6,561002.64,647023.16,550275.52,654735.72,659930.68,1492806.0,1429474.9,1416151.6800000004,1404090.48,1418952.0,1429116.3199999996,1403346.36,1400116.0,1402556.04
48,1211783.72,1255361.0,1245753.48,1277054.56,1247087.04,1468609.52,1440070.7199999997,1404337.4,1572575.64,1229298.2000000002,744625.52,740997.6799999998,725640.8,743377.16,730078.4799999995,768539.8,740047.56,734732.88,735921.28,552798.5599999999,686988.96,591493.44,638523.84,651234.3999999999,562015.04,648610.68,583947.2,659208.64,659695.12,1493495.8,1460721.2,1433642.68,1425639.28,1449284.44,1450689.56,1426318.84,1431249.0,1427702.64
49,1307643.559999998,1340327.0,1324582.72,1363689.1,1248318.6,1579194.1400000006,1475586.72,1446408.1,1582448.96,1250229.0,752736.78,752096.22,739659.8,743331.16,744493.38,768429.4,739838.12,738616.16,742391.72,580958.6799999999,686102.24,596288.3,638338.08,653586.7999999999,583329.7000000001,660709.2400000001,587180.4400000001,652075.3200000001,660813.74,1493433.4,1567896.0000000002,1524249.1,1547948.7,1568318.0400000003,1621109.0799999996,1515098.24,1501670.0,1507672.0000000002
