,18_1_www.amazon.com,18_2_www.amazon.com,18_3_www.amazon.com,18_4_www.amazon.com,18_5_www.amazon.com,18_6_www.amazon.com,18_7_www.amazon.com,18_8_www.amazon.com,18_9_www.amazon.com,18_10_www.amazon.com,19_1_www.amazon.com,19_2_www.amazon.com,19_3_www.amazon.com,19_4_www.amazon.com,19_6_www.amazon.com,19_7_www.amazon.com,19_8_www.amazon.com,19_9_www.amazon.com,20_1_www.amazon.com,20_2_www.amazon.com,20_3_www.amazon.com,20_4_www.amazon.com,20_5_www.amazon.com,20_6_www.amazon.com,20_7_www.amazon.com,20_8_www.amazon.com,20_9_www.amazon.com,20_10_www.amazon.com,21_1_www.amazon.com,21_2_www.amazon.com,21_3_www.amazon.com,21_4_www.amazon.com,21_5_www.amazon.com,21_6_www.amazon.com,21_7_www.amazon.com,21_8_www.amazon.com,21_9_www.amazon.com,21_10_www.amazon.com
11,8301.28,11959.52,6646.200000000002,8318.38,8282.4,6959.16,4534.08,6538.92,4534.08,8384.8,32206.080000000005,64285.42,53050.72,54254.12,77882.2,66375.48,100620.82,87553.85999999994,28364.94,91093.06,68328.08,52057.88,642262.64,84404.84,53917.400000000096,54599.26,62181.2,324309.52,34505.31999999997,69659.19999999995,57186.42,93846.3,278972.3,35015.28,54674.62,56787.49999999999,92802.76,265027.12
12,7742.96,11393.92,7113.200000000002,11744.560000000007,8210.199999999999,6626.720000000002,4210.240000000002,6149.440000000001,4210.240000000002,8302.399999999998,37282.64,66318.23999999998,95692.96,64149.2,100318.92,101807.23999999998,105042.36,94330.64,36264.64,92807.08,91407.16,87575.36000000003,646167.28,89722.91999999998,74525.96,58423.32,66375.6,328680.84,46201.36000000002,91848.44,85915.56,98152.2,310121.6,51160.16000000001,91937.2,91750.76,93015.92,322494.68
13,13618.64,11289.2,8277.4,12580.18,8827.400000000001,8234.400000000005,7198.240000000002,6167.12,7198.240000000002,10152.000000000004,40430.92,85132.54,101595.44,89199.80000000002,101805.22,103420.84,139153.79999999993,94222.94,39643.42,96225.22,100665.4,89179.64000000001,719295.1199999995,97846.68,77363.26,60403.68,68748.9,367606.23999999935,55282.240000000114,90651.44,88028.94,135103.79999999973,314993.6,57066.80000000001,94490.34,100126.54,100699.11999999994,327173.84
14,14201.240000000002,12553.519999999995,7776.200000000003,12759.52,9629.600000000004,8201.719999999998,6863.920000000001,9509.599999999991,6863.920000000001,18099.6,47378.56,103278.92,104346.48,100733.88,105035.44,139777.03999999998,175648.08,103098.52,40752.76,132836.76,109185.68,91444.84,754744.84,96975.96,80842.48000000003,71284.76000000002,91016.8,571236.88,63528.88,100393.88,88092.39999999998,167825.4,317683.2,89269.04,98195.0,112929.11999999994,101553.0,330386.88
15,17684.6,15830.8,11485.0,12551.7,10371.0,13234.4,6715.8,17933.19999999999,6715.8,17783.0,54216.6,105815.7,176676.4,104045.00000000004,111453.99999999996,175137.2,175854.99999999994,102366.7,66707.5,167700.3,108663.00000000004,93082.2,818630.2,135952.39999999962,93986.5,88693.9,95588.0,574051.4,80756.19999999997,134284.39999999994,109933.8,166169.5,320394.5,92751.20000000006,144075.20000000027,113303.6,125303.39999999988,333163.7
16,20199.56,15574.72,17868.600000000002,14815.92,11105.6,12690.36,6221.320000000002,18281.44,6221.320000000002,17753.8,70007.76000000002,115157.27999999998,177080.88,114318.32,117534.12,179072.16,208800.68,102283.12,73386.16000000022,174332.28000000006,161738.72000000015,100828.56,900346.88,172207.68,92747.88,97503.52,101392.6,613708.04,83525.68,166475.84,109780.12,171851.6,325758.0,94243.72,169408.32,182454.04,172598.24,340895.48
17,19923.68,14970.76,17681.4,14227.54,10570.4,12347.84,8727.799999999996,18166.4,6340.68,18844.200000000008,75453.36000000015,114599.2,181664.2,113457.4,163318.7200000001,180127.32,254718.18,171530.2,95329.62,233009.92000000004,184018.6,106605.64,903410.38,171953.40000000002,150799.76000000013,96775.38,102213.6,653570.92,97027.04,164342.63999999998,110813.38,270250.19999999984,443636.3999999996,164016.28,168256.62,189052.26,176634.32,379295.32
18,19296.64,14301.48,17356.2,16102.84,12456.8,14648.6,10463.72,18095.4,9241.199999999997,19953.4,108584.12,180677.8,258350.8,161837.84000000026,187296.56,204025.36,258981.4,178017.6,104000.6800000001,259822.76,185581.0,114032.19999999994,910405.12,216182.56,165183.44,96436.68,164707.59999999992,651380.8400000001,99933.84,166120.4,126196.80000000002,305672.8,564148.6,170725.28,246002.2,213137.08,176485.08000000005,379462.4
19,21154.28,16359.94,18066.799999999992,16478.519999999997,12315.4,17717.84,12088.079999999994,20345.36,12012.519999999995,19347.2,113056.24,186094.62,268746.88,189478.2,196267.23999999976,276482.52,314476.74,177293.46,108648.76,270761.44,223782.04000000007,177197.32,909276.64,252161.84,167508.02,153956.04000000007,179144.89999999997,698544.28,109020.7,190292.6799999997,183760.18,304894.2,574349.0,170274.04,266161.2,247490.18,191216.79999999987,537362.28
20,23508.6,18699.2,19866.0,17950.399999999998,11729.0,20411.4,18270.8,19746.8,18325.8,21177.0,116101.20000000016,184450.4,306238.6000000004,190159.4,213007.0,314043.8,316634.4,194931.2,107580.0,304644.2,237220.2000000003,175732.8,923464.8,251114.2,206779.0000000002,172377.8,181147.0,759191.5999999999,107818.8,226433.4,185126.8,308727.0,637714.0,194359.6,305213.8,302117.59999999986,247657.0,622214.4
21,23358.52,18502.14,19220.2,17815.02,13445.000000000002,20262.04,18016.72,19983.12,18071.72,23268.8,183514.56,217897.48,317647.88,213869.8800000001,304087.44,315295.76,317709.84,217575.68,179140.06,305478.66,280194.28000000014,190613.6,932894.7,254478.24,233387.76000000013,172307.84,183087.2,759849.32,125306.60000000002,237149.64,186019.18,312157.6,640011.7,251333.6,309707.42,325056.46,307501.03999999963,657826.86
22,25474.959999999992,18174.92000000001,21079.6,19541.68,15712.2,19739.04,17904.88,21199.96,17959.88,23020.6,183191.68,253954.11999999988,318881.64,237635.44,326318.56,318765.24,321158.64,308794.24,183143.36,306645.04,319907.52,209039.55999999985,937977.96,255731.44,280574.2,194798.24000000008,217465.6,764490.24,178029.24,240845.48,274955.75999999966,313397.8,643841.6,267844.6,311427.36,326194.28,313250.52,658087.24
23,27747.44,19903.82,20891.6,19615.34,15513.8,23077.24,17877.4,23593.16,17936.64,23292.6,211659.48000000019,285329.1,322292.24,265751.64000000013,328036.46,319933.64,322537.26,314251.98,185910.60000000003,310559.82,318338.76,278532.60000000003,947353.7,256285.68,283414.76,220097.6,239530.3,899394.3999999993,182557.6,242033.56,317677.98,314234.7,641939.7,304756.64000000013,312347.78,329788.34,314399.44,662749.96
24,27501.76,19626.799999999992,23077.200000000004,24183.24,16370.999999999987,23575.28,19632.99999999998,23347.32,19347.599999999984,23907.000000000025,265437.24,325806.6,323536.48,314009.12000000017,332118.64,321532.56,324585.8,315443.68,229106.40000000017,313137.76,322333.92,316674.08,962169.68,260350.84,300204.48,221979.56,298954.7999999997,917200.44,183821.44,243570.12,316265.24,316203.4,674898.1999999995,308212.64,314058.36,331116.28,315487.84,662149.92
25,44092.0,24463.5,23020.0,23740.5,18023.0,23634.0,20205.0,22972.0,20040.000000000004,32453.0,318322.0,326322.0,324817.0,325458.0,333422.5,322771.0,328445.5,316106.0,264856.0000000001,317525.0,323701.0000000001,318104.0,966962.0,261352.0,304450.5,261699.0,317354.5,914371.0,232384.0,246151.0,318746.0,321658.5,707481.0,309709.0,317585.0,332331.5,317051.0,676806.0
26,56224.04,23897.72,22470.4,23721.2,18243.8,23609.08,19511.68,27936.84,19647.24,32110.0,319555.04,328885.68,328090.88,326778.36,334561.48,326103.68,333359.28,320305.72,281167.92000000033,319211.6,327382.88,319819.32,974115.7599999995,275290.40000000014,302564.16,307827.76,318780.4,920842.2799999998,259954.04,249540.88,321775.72,322537.60000000003,744999.0,310736.64,317272.68000000005,335020.88,320795.04,730669.64
27,58029.56,32341.600000000024,24443.800000000007,42713.839999999895,19558.8,23820.2,20647.239999999983,27494.52,19268.520000000004,31637.8,322742.72000000003,330582.36,329407.04,328205.72,337904.82,327265.04,334575.74,321748.36,317413.96,320940.18,327733.1600000001,321292.12,985091.18,320941.88,306701.16000000003,308417.54,319999.1,929791.56,311063.6,251081.96,322987.02,334370.69999999995,753703.0,314187.96,320189.22,336921.66,319712.44,737785.1600000001
28,57901.36,47700.12,24543.4,53611.36,21091.2,28023.4,21130.76,27600.4,23572.359999999986,31877.0,321558.84,331761.16,334038.04,329577.92,339280.56,328848.04,339038.84,320491.6399999999,320181.16,327182.52,329953.48,322482.76,990068.76,322577.88,310667.56,312155.08,321527.4,938967.48,315746.68,273589.19999999995,324477.72000000003,340252.8,755351.3999999998,315055.44,322264.8,340841.88,323722.48,771368.44
29,58792.67999999992,49426.84,24042.200000000004,55385.52,25892.2,27639.16,23487.12,29763.32,23342.12,60846.60000000007,325688.36,332913.72000000003,347533.52,332929.72000000003,341030.54,333259.68,337772.2,324501.38,321564.12,324720.06,332256.40000000014,323577.28,998609.44,326727.8,310969.58,311477.92,322933.4,945598.12,314019.76,314472.5599999999,326064.52,340229.9,755257.9999999999,316784.08,327968.94,375233.44,324911.64,775699.18
30,75944.39999999997,49279.2,27751.0,55182.6,25707.0,27725.0,23308.6,56454.59999999997,23433.6,61303.0,326892.2,334688.8,346464.0,334262.6,349563.60000000003,333697.0,427622.5999999997,326054.4,324605.80000000005,346548.19999999995,335224.0,325992.4,1006841.2,360746.6,312627.6,312986.4,324121.0,952148.6,320199.6,315093.0,329257.4,340761.0,832778.0,321835.6,329558.4,373952.0,326396.4,775468.4
31,79940.63999999997,57057.1,33694.6,62436.60000000001,28883.2,41012.679999999986,23352.68,57390.36,23207.68,63302.8,329707.1600000001,335568.82,345670.2,335747.52,358670.32,423505.0,511094.0800000001,330487.6,326402.82,354124.44,368715.2,328797.48,1017518.3199999993,359442.56,314112.62,314520.88,327818.3,956945.28,320000.02,335989.7999999998,333617.08,372963.79999999993,904549.1999999998,324199.84,343494.76,419239.47999999975,327314.96000000014,846902.6
32,88416.71999999996,73677.92,33507.4,74110.96,31380.6,57501.32,23407.799999999992,57838.03999999999,23254.640000000007,63179.2,331438.32,337253.68,358260.3600000001,339307.92,356183.36,533337.64,579135.36,364158.52,327734.88,353269.68,472825.76000000024,330089.36,1027724.72,418244.1199999997,315026.96,316029.36,329267.4,974473.96,321269.08,395820.03999999963,332345.16,417647.19999999984,904151.2,324683.2,342424.36,538956.5599999998,330464.28,922829.52
33,88587.83999999998,77643.44,32997.8,77580.32,30705.8,57072.64,27929.120000000006,58820.44,26348.35999999996,70891.0,335883.6,339601.54,474382.32,343464.04,384405.3999999999,573213.12,577617.06,363035.44,331102.68,352240.72,567764.9600000001,332575.24,1025772.28,524860.2799999999,317089.14,317467.78,333614.6,982067.56,322507.98,465627.11999999994,367482.72,507813.6000000002,903021.1,327921.16,343655.84,609223.64,329006.68,921905.66
34,90036.08,85947.24,37238.799999999865,85977.72,32624.6,59155.08,27727.88,62685.04,27696.8,82180.0,340134.8000000001,336581.32,510939.08,350823.92,451112.8000000001,571457.72,580296.76,382078.7200000001,330466.36,354479.28,575889.68,334957.24,1026460.2,598811.32,321450.92,319046.32,332433.2,985376.28,325642.52000000014,551197.5199999999,430989.7200000001,603568.0,912648.2,365003.3599999999,342319.04,615213.92,388285.1599999993,924069.12
35,89812.8,85721.8,52107.0,85650.4,32484.0,59085.2,27253.2,74129.00000000001,27283.4,85742.0,348047.6,353937.3000000001,611632.0,352262.0,498273.0,576193.2,583310.2,481803.0,334126.1000000001,372210.0000000002,576170.8,335690.8,1041701.5,599333.8,320021.8,320596.0000000001,331759.0,990856.6,327709.8,554404.4,504496.0,606911.5,921480.5,486896.8000000002,363627.60000000015,616164.7,474941.3999999996,933223.8
36,94910.8,87435.04,62234.2,87411.12,34438.6,65686.6,27536.16,78480.52000000003,27486.8,93884.4,346227.4,371298.96,650899.68,350882.24,542781.36,579778.8,596853.16,583873.76,335777.8,448409.8399999999,578339.04,340314.8,1054164.08,601511.52,369616.20000000007,325222.96,405328.19999999984,993873.12,332089.8,560348.32,564099.64,625109.0,921801.6,567013.72,451427.52000000037,619165.56,568692.48,937954.28
37,94403.72,87567.22,61594.8,87550.66,34224.8,66867.6,36180.719999999885,89884.28,27594.44,94233.4,399932.68000000046,370647.16,652195.24,382299.6,597708.9199999999,610135.44,595281.16,603872.14,342681.8400000002,553731.22,582128.52,339136.4,1056754.56,603906.12,420987.2,323655.12,438893.9,1000542.72,331032.2,561701.64,571510.22,653571.8,924026.1,569942.84,497513.08,652900.62,569709.92,941607.8
38,89533.32000000004,90823.72,63601.6,90831.16,39088.2,77860.24,57371.12,89287.28,43966.43999999996,95329.4,417192.88000000006,370855.96,650666.56,489741.44000000024,631666.88,618850.6,623901.72,604757.7999999999,421757.12000000005,656402.88,616692.4,410648.24000000034,1073714.12,601537.92,471449.64000000095,372832.0800000001,449139.59999999945,1004424.28,344798.80000000005,576276.24,570214.76,656868.8,931298.6,570954.96,538421.6000000001,656286.0,569049.36,948936.64
39,79981.96000000004,90942.84,64777.79999999992,91178.28,38492.6,80887.44000000003,56998.64000000001,91251.92,56904.36,95176.2,417493.2,369311.94,648870.88,588016.56,632506.66,652621.08,659573.08,609885.16,487123.64000000095,657060.14,649695.16,513518.7200000001,1089419.9,606016.04,536525.2000000001,457799.24000000034,456289.2,1006649.16,404344.0800000001,624081.24,569421.22,658581.5,936834.7,600181.28,596674.2000000002,653880.14,570093.24,957470.72
40,73671.40000000001,93811.6,72969.0,93775.2,38017.0,84810.40000000002,58468.8,91453.8,56519.4,97006.0,426672.00000000047,369470.0,651863.2,629235.4,633643.3999999999,652451.4,657867.8,618287.6,544654.8000000004,658297.4,650420.2000000001,581189.2,1096728.4,639591.2,562037.2000000001,553172.8000000005,464871.0,999833.2,451865.1999999998,628480.8,572707.8,655724.0,951233.0,605914.8,611318.8,655507.2,573520.6,960710.0
41,74201.67999999996,95107.19999999997,82441.59999999999,97288.93999999994,50163.00000000005,89620.12,58616.48,95373.96,58556.12,96941.2,556298.88,448821.9199999999,657379.36,649123.1200000001,638449.56,650261.36,655095.78,643592.38,579506.36,659805.86,650078.44,582183.6000000001,1104464.66,641649.92,562554.32,565438.54,500453.0,1008895.08,530416.6800000005,629066.72,577916.4,659258.7999999999,954336.3,605555.48,612186.96,657491.14,576447.7999999999,971606.98
42,75129.04,98419.32,85663.79999999999,98385.96,67841.6,91474.56,58667.32,96017.64,58284.76,99862.2,657221.12,531090.56,662079.84,655157.32,669822.88,652560.88,664037.6,644493.72,608337.76,659068.76,649038.4799999999,591001.5200000001,1115894.56,644374.88,563529.04,563789.28,508312.6,1014237.2,567906.76,628783.16,607273.16,660687.6,958276.6,614407.72,613568.88,659190.8,591442.36,975303.56
43,75535.84,95658.64,90723.79999999994,94009.91999999998,67799.19999999997,91298.96,60563.6,93905.28,58167.04,101560.6,657521.4800000001,601835.4400000001,664620.4400000001,664626.8800000002,671436.42,660903.12,666763.7999999999,646991.0,609090.12,657464.62,648586.4400000001,612674.76,1130839.9599999995,649615.7999999998,565442.16,564726.98,547225.7000000001,1017454.8,569192.8,630576.5599999999,620898.6800000003,710820.1000000002,958573.7,649039.36,641740.0800000002,662565.14,589874.3200000001,980291.64
44,75701.48,85583.11999999997,94488.99999999996,84167.36,69344.4,90954.12,76163.95999999999,85402.24000000003,67030.03999999996,98761.19999999997,657862.72,668720.52,704717.4,714706.24,671497.76,663710.16,729116.44,642152.72,608272.76,661317.52,652227.12,612859.64,1152625.8,654808.28,570891.2,569131.8,613441.7999999999,1030231.04,570473.08,634707.3200000001,644773.56,727620.6,967886.0,649125.44,650532.88,672059.88,613871.7999999998,983478.6
45,78879.4,77634.90000000001,95901.0,77378.8,77447.0,96185.2,78330.99999999999,77627.19999999997,76320.99999999999,92342.0,659059.8,671062.9,727654.2,723263.2,669504.8,668976.0,755803.5999999995,646407.4,612141.9,658184.0,657480.0000000001,614658.6,1163776.3,656367.6,589526.0000000003,572299.4,643324.5,1036328.6,572042.4,632532.2,643767.4,759222.5,969898.0,650833.6,651190.1,669474.7,654316.2,988729.4
46,79097.88,77943.36,99190.59999999998,77786.56,87392.8,95896.0,81094.76,75555.8,78201.4,83751.59999999995,659241.88,672957.48,743543.1600000001,722829.92,677191.96,679308.4,762380.92,645610.6,616363.9600000001,701736.2400000003,715234.76,614800.48,1171106.1999999995,658207.88,607747.6000000001,601701.16,644174.4,1041563.36,580657.68,696341.3999999999,641859.96,759667.0,973489.8,651632.48,652424.2000000001,723566.9199999998,652733.24,992402.32
47,78564.16,76984.32,99594.4,77082.8,91584.39999999997,92733.83999999998,89485.64,75377.24,80727.79999999999,80843.0,663266.88,671180.28,760153.6,724892.32,737952.6,722315.8,763084.14,683952.86,621461.02,730553.9600000002,750423.8,623160.76,1177883.52,719625.64,614007.16,611297.7,642659.2,1051854.76,599873.54,704099.44,643545.04,764923.2,976504.4,689457.0,661550.88,737461.2799999998,659367.32,993732.74
48,78554.56,80094.48,99255.8,80037.36,100137.2,87826.31999999996,89779.19999999998,75038.87999999999,89080.76,80797.59999999999,661102.28,675998.4,761356.24,727238.04,759906.0399999998,730642.56,764677.44,714120.7999999998,656389.28,757821.9199999997,745597.68,658054.1600000004,1181844.8400000005,724127.76,643728.84,644651.2,648214.7999999999,1061192.16,614360.4,734555.04,644084.24,764070.7999999998,979554.8,721678.64,660319.08,764174.3199999998,660926.72,1001333.36
49,78550.72,80436.64,99518.4,80253.68,103716.8,80255.11999999995,94296.36,77686.12,89599.59999999998,80142.8,662943.24,679275.2999999999,761335.12,726974.3200000002,758992.52,760005.96,764573.28,756131.64,655280.14,765213.16,747695.92,662080.88,1181514.84,742576.1599999998,643571.16,645751.36,650146.5,1066839.92,614205.4,731268.88,647660.26,764766.6,984338.7,717545.8,678339.52,768306.68,665009.2,1006922.7
