,322_1_www.tagesschau.de,322_2_www.tagesschau.de,322_3_www.tagesschau.de,322_4_www.tagesschau.de,322_5_www.tagesschau.de,322_6_www.tagesschau.de,322_7_www.tagesschau.de,322_8_www.tagesschau.de,322_9_www.tagesschau.de,322_10_www.tagesschau.de,323_1_www.tagesschau.de,323_2_www.tagesschau.de,323_3_www.tagesschau.de,323_4_www.tagesschau.de,323_5_www.tagesschau.de,323_6_www.tagesschau.de,323_7_www.tagesschau.de,323_8_www.tagesschau.de,323_9_www.tagesschau.de,323_10_www.tagesschau.de,324_1_www.tagesschau.de,324_2_www.tagesschau.de,324_3_www.tagesschau.de,324_4_www.tagesschau.de,324_5_www.tagesschau.de,324_6_www.tagesschau.de,324_7_www.tagesschau.de,324_8_www.tagesschau.de,324_9_www.tagesschau.de,324_10_www.tagesschau.de,325_1_www.tagesschau.de,325_2_www.tagesschau.de,325_3_www.tagesschau.de,325_4_www.tagesschau.de,325_5_www.tagesschau.de,325_6_www.tagesschau.de,325_7_www.tagesschau.de,325_8_www.tagesschau.de,325_9_www.tagesschau.de,325_10_www.tagesschau.de
10,268676.2000000001,197714.0,255532.0,275540.6000000001,182403.4,284494.0,299745.8,194129.0,189046.8,254871.0,45561.4,32709.2,51332.8,42931.6,50644.00000000002,31168.999999999985,32086.0,52978.400000000016,25384.0,47278.0,29491.0,37931.2,33325.0,50612.0,32170.599999999977,29653.800000000007,34771.599999999984,25733.0,40249.6,113970.4,41562.8,65362.8,66535.39999999997,58229.6,68485.0,69445.0,52734.2,47080.8,67428.8,53494.2
11,274084.62,246561.0,312291.19999999995,323083.28,217849.7200000001,323234.8,307675.2,236337.56,204600.36,259972.04,53588.79999999998,42992.56,53633.72,48773.76,58320.64,33775.52000000001,39523.999999999985,66246.44,39294.98,48775.9,31301.2,55234.55999999999,37802.7,61613.2,43531.220000000016,33898.22,39307.80000000003,39291.02,44593.76,138714.5,46161.80000000001,67348.72,69881.76,69393.59999999992,70109.1,76793.3,69376.31999999999,70052.92000000003,72853.15999999995,69832.12
12,283305.24,297870.0,335861.08,382396.20000000024,269532.19999999995,325763.2,317265.48,300459.52,243974.4,271023.28,58299.24,48644.64,55636.16,52581.76,60194.52,53604.52,51374.599999999984,68226.92,37752.88,52753.8,37004.999999999985,68054.48,56079.79999999999,63216.8,61638.72,41175.2,56375.08,37636.88000000001,56846.15999999994,162544.55999999994,59054.40000000003,82126.28000000001,84201.2399999999,85322.2,94980.99999999996,89488.20000000003,68797.2,76616.36,103515.88,84335.44
13,310071.56,297370.0,337986.32,398368.28,329040.52,343411.6,354256.6000000001,346730.08,261810.56,278795.60000000003,60262.96,64117.24,100283.04,50781.72000000001,99654.14,57622.42,52076.8,98987.34,48015.91999999996,68222.7,41959.39999999998,67370.12,60126.3,65272.4,63715.22,49281.3,59746.18,39089.86,63466.32,197256.00000000003,81795.80000000019,95576.8,110725.48,95783.88,113687.89999999998,160884.5,82072.20000000001,92542.06,105827.72,101326.12
14,331480.56,303317.0,344205.4,460288.56000000006,332607.32,352576.0,366221.8000000001,355362.12,261727.32,336389.4,68590.12,65538.72,99055.68,62251.519999999924,98776.64,57659.76,66880.0,99582.96,55819.92,84777.99999999994,46484.00000000001,100316.44,66492.2,68141.8,66345.84000000003,53522.76,65930.36,57695.68,64879.44,245274.52,113818.40000000017,94940.68,109788.92,100976.96,149831.59999999992,183110.0,103415.84,102816.52,122534.32,112523.39999999988
15,396677.00000000006,340261.0,380515.0,474544.8,341939.4,382195.5,473978.8,358835.7,268220.6,346649.99999999994,67200.2,67706.8,97475.6,92292.5999999999,100050.4,74813.00000000001,97384.0,99333.9,68757.6000000001,98876.5,48004.0,97965.2,97466.0,81041.0,68845.90000000001,55747.1,86158.90000000001,61550.3,66070.40000000001,269809.7000000001,175426.00000000006,104070.2,129105.59999999998,107604.8,189276.0,211181.0,135753.40000000002,109371.9,183285.2,150169.99999999994
16,430020.8000000001,392748.0,407915.2,487956.4800000002,350951.8000000001,465411.0,499789.28,392632.52,284100.64,416352.52,66855.16,73509.36000000004,101281.96,97285.39999999998,128822.04000000005,84254.76,99653.8,98331.8,73982.72,97914.8,66187.79999999999,102247.92,113926.6,97311.8,101038.24,85774.68,96431.72,63396.92,99113.63999999998,297576.16,191873.48,134421.63999999998,157937.5599999999,136407.59999999998,204037.79999999996,235587.6,172521.56,119906.44000000006,232664.32,196375.4
17,452869.52,415812.0,454426.36,521220.6,371387.8000000001,514550.0,568330.2000000001,440921.32,342020.52,484152.12,71321.15999999997,98244.76,127851.80000000012,122943.63999999994,152589.48000000019,90120.68,100411.4,122774.52000000006,75721.26,103490.8,80155.4,123274.95999999995,116633.89999999994,96210.6,101631.42,99348.02,120565.67999999993,75837.86,120318.39999999967,314359.1,226985.68,149017.24000000002,213185.52,178441.40000000005,233400.5,250109.69999999978,209663.91999999995,172550.8,268751.03999999986,201684.56
18,481935.2,471938.0,490843.36,568389.08,414681.20000000007,555654.8,627196.6,490315.92,343176.6,516015.40000000026,97299.16,100307.44,156062.80000000002,137400.80000000002,198706.8,99367.56,99917.6,158415.68,101333.44000000002,107733.8,92135.79999999994,156697.59999999998,151100.60000000006,102930.2,126914.91999999994,97120.24,159601.36,93313.72000000016,160772.5599999999,315806.4,242251.2,162757.76,244972.23999999985,197722.2,242644.0,286913.6,241108.32,206893.56,294868.0,214012.2
19,511524.8,523598.0,551580.8,582481.8,457062.4000000001,588362.4,687177.4,494817.18,390199.16,578234.2799999998,132730.2,99123.68,167318.76,165601.12,205230.44,96824.26,118258.8,178000.4,107713.38,159136.0000000001,100438.6,172199.79999999993,169725.5,161799.00000000015,137147.32,97548.26,175161.1,107206.08,171123.08000000002,322857.38,272916.5,199270.4,252002.44,213469.4,259002.5999999999,304018.0,261680.12,241650.26,334464.72000000003,246448.23999999996
20,562757.8000000003,545675.0,585993.9999999999,650367.0,518173.40000000026,649492.0,735030.0000000001,585233.7999999999,429843.0,666333.0,148065.0,126884.00000000007,197362.79999999996,179291.0,234418.60000000012,101162.99999999996,138392.0,218282.4,107294.8,190722.0,122447.0,222964.6,188895.0,193068.0,163136.19999999998,101132.99999999996,206483.0,108498.0,191882.99999999977,331103.0000000001,317869.60000000003,212860.0,280946.4,249947.2,292663.0,317983.0,291584.8,271303.2,349233.7999999997,290445.19999999984
21,624726.48,600173.0,651202.72,711498.4,530192.4,731734.6,774539.5600000002,661007.5200000004,461369.32,696055.2,164660.87999999983,144120.59999999998,237069.6,235186.4799999997,262352.92,110332.9,155750.59999999995,228361.3,105989.68,205214.6,133743.99999999994,236014.48,196154.5,205524.0,195113.08000000016,128113.39999999998,233277.52,136394.28000000006,233407.11999999985,356951.3,323470.66000000003,242819.8,310562.27999999985,269135.64,317303.0,357875.5,315745.2,280055.42,393781.2,295770.19999999995
22,650861.4000000006,636224.0,694365.72,749682.68,585308.7200000001,811720.8,815038.7999999998,678271.8,493000.96,794943.9599999995,206708.0,156882.52,253360.2,237644.44,287796.8,142093.44,206613.0,237701.6,116003.80000000006,203729.8,154636.9999999999,239549.96,210581.0,236604.2,198614.0,166790.60000000006,266586.4,157781.19999999995,250780.8,379164.96,357085.9200000001,258747.2,324719.44,295361.24,377624.0,361156.3999999997,341148.7600000001,309335.52000000014,427783.72,332702.3199999999
23,722666.16,699253.0,742494.6,782409.76,641695.2400000002,868056.5,840141.04,719612.2,545193.64,835472.7599999999,226320.76000000004,177791.4,284450.6,269487.55999999994,289235.28,176731.44000000012,208654.0,259297.51999999987,149767.4200000001,230149.4,173338.0,249544.56,221798.5,273906.8,208571.58,201217.1800000001,279848.9,172922.79999999993,271391.6399999999,397273.1,400013.94,268689.4,357833.52,313820.27999999985,389844.6,414419.5,358757.84,331765.64000000013,479367.96,376339.24
24,770909.24,751636.0,828921.4000000001,833277.1599999998,700813.12,885766.6,875407.4,765218.8800000005,630001.5200000005,872691.36,252542.28,205897.8,293987.36,288920.39999999985,302969.91999999987,200995.32,222460.0,291439.92000000004,179570.20000000004,244188.0,186171.99999999985,283435.88,234741.0,284529.6,235321.48000000004,207580.0,290087.8,184808.0,291677.52,429061.8,403660.12,295315.28,385928.0,334563.15999999986,408071.99999999994,431143.20000000007,363586.3599999999,350646.6,528578.2,406611.6
25,808566.5,823265.0,857956.0,859819.0000000001,729820.0,957083.5,927850.0000000005,841515.0,690038.0,890992.0,281397.0,214837.0,300236.0,302666.99999999994,316122.0,209255.0,240332.0,298528.5,208632.0,246716.0,236530.0,303538.0,252177.0,300266.0,262508.0,237801.0,297257.0,208699.0,294721.99999999994,443620.0,434404.00000000023,305677.0,445125.0,359975.0,438168.0,505069.0,396060.0,386703.5,538978.9999999999,417755.0
26,836214.0,867407.0,887113.2000000002,885439.2000000004,781158.2,991736.0,967732.12,851725.4,750298.2000000002,944006.52,284942.6,236157.6,306937.04,313809.56,318144.4,224064.0,267174.0,314499.92,240367.2,258666.0,254093.1999999999,315120.2,282387.4,304788.2000000001,286222.92,287517.48000000004,310092.08,218701.2,299629.72000000003,461561.52,465956.4,337235.3999999999,484395.4,414684.28,472238.8,534081.9999999999,428288.4,393408.32,567119.96,462853.3999999999
27,838524.62,878226.0,1058011.56,940699.5600000005,827654.12,1057124.5,978779.0000000005,860614.82,819559.4,970796.3199999998,289319.32,287133.4,314291.76,316844.48000000004,331539.30000000005,249443.16,276339.6,317949.9,249901.9,277638.1,287642.0,316521.19999999995,297679.2,319937.6,289829.9,284820.76,312048.16,245990.84,304361.84,478595.1,507177.8000000001,372577.76,511842.72,459301.2,492635.5,571739.1,465000.79999999993,441589.81999999995,624073.4399999992,515325.72
28,878548.68,917109.0,1098554.6,981102.36,880883.12,1144809.8,1012399.12,877056.64,866309.4400000002,1014440.84,309863.31999999995,287001.56,330328.24,317435.48,346690.2,268188.8,296128.0,334526.64,295352.0000000001,284871.99999999994,294252.8,315707.87999999995,303728.0,319337.8,299763.2,290398.56,324965.4,277764.4,311929.19999999995,494482.4,540292.0800000002,374242.56,543897.7200000001,467411.6,524450.7999999999,608590.8,498453.48,476382.1600000001,656597.9199999999,531397.2
29,932340.2,935548.0,1113605.8,1028125.5600000008,905405.6,1226002.1,1050252.2000000014,917612.56,888167.96,1084183.4,313105.64,292251.52,344552.92000000004,321166.6,378869.54,287455.1,302670.6,352051.78,293130.84,296932.8,300510.4,322581.75999999995,317745.2,320411.2,310411.72000000003,300012.84,336295.9,283220.4,318868.0,519533.64,570137.6,398070.96,591892.1199999998,486750.8,553720.5999999997,658044.9,553309.48,496702.3600000001,694460.8799999994,543975.36
30,1000521.2,964445.0,1214901.7999999996,1114928.8,941958.6,1281684.0,1135003.0000000005,957838.3999999996,918436.8000000002,1126068.0,324693.4,304516.4,374681.00000000006,330749.0,379536.4,286845.4,308019.0,378497.6,299703.2,307198.0,304197.0,345788.1999999999,317798.0,340421.0,319971.2,311185.0,379206.6,295385.8,321987.0,543294.2000000001,625668.2000000001,433935.0,623131.0,499398.0,593439.0,692281.0,582207.2000000002,545583.8,740900.9999999999,572395.7999999997
31,1074162.8,993559.0,1269306.5200000005,1187293.4400000006,972137.48,1326421.0,1189205.04,999870.48,981846.08,1203241.36,333544.6,311105.24,379341.52,353303.99999999994,380336.4,300671.12,316263.0,387504.1600000001,311977.96000000014,311477.0,317461.1999999999,367280.0,330520.4999999999,356178.4,322019.2,320709.32,380722.98,305829.68,326572.2,569452.52,633862.36,476980.16,658759.5599999998,551253.0799999997,611665.6,714424.9,610169.4399999997,581394.6400000001,772171.52,594149.84
32,1119304.72,1024784.0,1360514.56,1232152.7200000004,1019230.4,1384191.4,1214568.8,1061278.2,1023939.76,1296702.36,375678.16,318628.0,379165.56,371593.68000000005,417243.96,301915.6,320829.6,397996.84,327471.68,317784.8,325093.8,402728.0399999999,338888.6,371402.00000000006,331405.28,319176.0,388236.72,317731.19999999995,341811.68000000005,589115.6,654156.4,515625.44,686639.5599999999,575964.3999999999,653375.0,731622.0,620409.4,605221.52,796327.7999999998,620563.84
33,1177193.58,1149488.0,1432383.6,1309163.4,1107034.6,1383183.3,1264867.0000000002,1144528.84,1087954.0799999998,1340971.52,378837.04,324269.2,390293.76000000007,404638.2,465594.0800000001,313457.64,329653.4,421777.54,325253.88,329551.60000000003,332501.0,427276.1599999999,340446.5,383274.0,346603.3,323290.24,409648.46,327957.16,369216.44,616729.4,711451.5600000008,538513.5200000001,715312.12,578431.52,660540.9,756401.5,659722.6,619700.34,814141.2,631065.56
34,1245951.48,1188492.0,1457376.76,1356114.08,1182630.72,1434204.4,1342769.4,1231785.64,1144468.16,1343015.96,383066.4,333601.0,443401.0800000001,430711.3199999997,470089.44,321293.52,366517.4,436669.0,351481.96,331229.6,370145.79999999993,462727.31999999995,358735.0,413810.6,369126.28,346543.72,447369.4,328344.2,401301.6,636857.72,787817.8,571128.6400000001,746193.7200000002,612980.92,667290.9999999999,785231.5999999997,673438.7999999999,639569.24,845182.52,658082.6
35,1268598.0,1226134.0,1505590.0,1417127.0000000002,1212073.4,1467676.0,1408657.0,1267572.4999999998,1202687.4,1392680.8,413551.8,344830.2000000001,469467.0,451037.6,476847.50000000006,322063.5,367990.0,470099.3,374480.6,332569.0,377409.0,467387.2,366704.0,426506.0,380224.6,350435.3,471117.5,341648.2,433751.1999999998,658432.5000000001,789365.2999999998,592161.0,772296.0,621594.8,681793.5,808556.0,691918.3999999999,656214.6,850317.6,673182.0
36,1346437.84,1255516.0,1509225.2,1468339.6800000004,1293702.56,1513253.8,1494858.6,1320140.2,1231380.6,1448478.44,443172.68000000005,350653.8,470873.12,469966.96,529892.3599999999,339598.88,386801.5999999999,471935.04,385954.96,341864.4,377184.2,473224.6,392674.20000000007,461040.3999999999,377508.2,357155.28,470982.04,356319.6000000001,450893.79999999993,693851.3200000001,802795.0800000002,623753.52,799037.7999999998,641210.36,702650.0,838126.8,717369.04,691255.2,878890.6399999999,688871.0
37,1390956.220000001,1349957.0,1534687.4,1517481.3200000003,1356379.48,1560186.2,1552156.88,1368866.9,1341613.9999999993,1448992.8399999996,470707.12,361256.36,481372.6,492331.36,575540.62,361842.5400000001,405420.4,473872.58,389938.32,372584.5999999999,394762.8,503843.12,404766.7,482042.80000000045,409222.2,379678.52,486890.67999999976,383032.71999999974,468357.2,713336.52,832027.8800000001,665535.28,854254.96,653737.2,731618.5,847342.0,767297.8400000002,705073.3200000002,908762.6,704838.88
38,1415472.92,1422733.0,1605709.32,1624492.3600000003,1399772.0,1641575.6,1605251.000000001,1411677.44,1377219.88,1486861.44,470076.6,367458.4,508035.48,501190.52,593665.48,379328.68,453820.2,477418.68,415885.00000000006,395825.0,441980.0,539557.9999999998,410385.0,526085.4000000003,422468.28,393587.79999999993,541486.8800000004,388943.56,484599.2,735309.88,853954.88,700092.6,864341.72,677831.6399999999,776193.5999999999,886920.7999999998,798233.56,728287.6,951949.6,729395.8799999999
39,1455634.72,1504186.0,1677239.52,1673625.6800000004,1445373.6,1716270.5,1661270.4800000002,1439168.44,1434847.36,1517363.7999999996,504607.32,388553.64,546939.2,516793.1599999994,632239.3800000001,378545.62,462901.2,482567.9,437241.8800000003,420813.1999999998,468451.0,576652.2000000001,432330.79999999993,580870.2000000001,448115.8000000001,421694.9,568556.92,396225.6399999999,514972.2799999995,738605.5,890528.3,725106.84,912710.5599999998,692344.84,807608.3999999998,913665.2999999998,821926.5599999998,757132.7600000001,983684.8,742704.1200000001
40,1503141.8000000003,1583813.0,1736640.2,1736109.4,1498170.4,1774882.0,1732225.6000000006,1487594.2,1467969.0,1572537.2,529255.2,422715.2000000003,586379.6,541004.6,649162.0,394990.0,471637.0,481320.00000000006,475354.8,439181.0,470513.0,582479.4,447619.0,616086.0,470326.0,452039.2,607800.0,421977.3999999999,574931.9999999998,739626.6,920206.2,751053.7999999998,958286.9999999999,714269.0,831339.0,931167.0,851374.4,770748.4,1010817.0,749029.3999999998
41,1569613.52,1640764.0,1808163.6,1768924.4800000002,1554554.4,1856233.6,1751511.6800000004,1537168.0,1510331.24,1619542.48,531305.5199999999,448960.04,601679.84,586442.9999999999,710161.8400000002,409079.1600000002,471189.0,499194.88,477986.88,443159.0,469535.2,614449.0399999999,462246.5,619012.7999999999,474484.04,469481.72,647238.1,466540.12,606384.6399999999,743502.68,965190.2200000002,781319.6,1006985.88,732285.5599999998,851285.6,939141.5,876128.3999999998,779346.88,1029248.32,755085.56
42,1616472.76,1687320.0,1860767.88,1873366.2,1692144.8000000003,1904036.6,1801001.16,1597736.2800000003,1550829.7200000002,1703505.32,565932.2799999999,465482.56,614641.3199999997,613814.7999999999,724363.84,450864.28,475133.0,527862.2000000001,478654.96,459709.0,473677.6,658129.5599999999,467397.8000000001,633886.2000000001,471140.28,468669.8,652860.36,477307.2,617286.7999999999,754556.64,1017311.88,784602.5599999998,1057326.64,761958.24,883144.0,960798.0,915910.48,816654.64,1066548.4,794592.3999999998
43,1657752.96,1744618.0,1915539.6,1957849.92,1740565.6,1945029.2,1885317.2400000002,1654947.1,1658417.16,1757185.8,584553.4399999997,470870.4,665940.9999999998,660614.4799999996,728678.64,470020.5999999999,525621.9999999997,557975.26,497088.68,476249.0,486710.0,694095.1999999997,484211.99999999977,655091.0,473945.24,483816.46,684463.1999999997,478651.66,644391.92,762275.06,1081980.3,794120.7999999998,1090204.9999999998,784763.8,929408.0,996886.5,966270.6,875473.6799999998,1109250.9999999998,818691.4
44,1730817.2000000004,1850025.0,1975608.24,2060104.04,1835609.6800000013,2011113.7999999996,1938614.8,1761433.24,1754330.4,1817829.8399999992,622083.3999999999,470086.8,708361.48,698149.72,728924.08,471010.6,563327.1999999997,604275.6399999999,514211.8800000004,477804.0,501163.0,719900.48,494223.2,660817.0,490883.92,485512.96,708361.04,479124.6,647700.04,764406.48,1112245.32,808547.3999999998,1120544.24,802872.1599999998,961284.6,1010615.0,993686.92,919149.9200000005,1131032.28,833665.8
45,1817598.5,1900039.0,2060214.0,2146730.0,1920103.600000001,2077229.0,1999261.2,1859734.9,1790607.6,1911060.6,661222.2,485285.6000000001,709924.4,723544.8,733923.3,472975.6,619171.0,653860.0000000001,550967.6000000003,489069.0,544898.0,721635.2,506770.0,722233.0,516133.0,505870.79999999993,723117.9,487464.3000000001,652791.9999999999,772124.9,1115425.0,844704.4,1126214.9999999998,841442.3999999998,979204.5,1031914.0,1020161.4,940540.0,1135148.8,862097.1999999998
46,1899030.4,2000341.0,2131213.3200000003,2166763.24,2005706.76,2122574.8,2039582.6,1919468.68,1862810.28,1944580.24,685304.5200000001,499179.56,715993.96,727823.68,764854.12,496638.6,648312.8,676662.32,578128.56,504424.3999999998,581008.6,726101.4,531232.4,724004.4,530427.92,534177.7600000001,724869.56,500121.3199999998,663754.48,779947.6,1130925.12,854443.28,1137090.12,854439.6799999996,1012529.0,1064089.1999999995,1065658.68,959588.4400000002,1136375.08,906803.2
47,1927470.42,2098688.0,2206717.48,2226858.64,2118912.48,2204104.2,2064260.2,1959702.639999999,1939936.76,2003374.4,711010.68,503963.36,726580.6,726836.84,768975.3800000001,497555.12,649156.0,697453.24,616223.6800000003,553077.8999999999,611899.2,727084.6,549155.5999999996,725096.2,554598.1199999996,550278.42,729445.8,526622.96,672659.6399999997,788260.2000000002,1134903.9,915097.8000000002,1143508.76,893615.4400000002,1039703.2,1076584.4,1091589.4,977371.34,1140192.4,926264.24
48,2005186.4,2132145.0,2283934.68,2279776.3200000003,2147688.48,2278075.1999999997,2117127.28,2024204.6,2005755.2800000003,2087051.4,724559.24,508852.12,731192.32,729642.92,769312.52,515014.3999999998,661354.2,730873.08,648948.28,587717.9999999999,641652.9999999999,727541.12,583140.0,729510.2,601375.7600000001,554282.1999999997,728785.08,543179.6,699771.1599999999,791137.04,1137600.44,952562.88,1150112.72,927935.44,1055365.0,1099357.1999999995,1113705.4399999995,1021496.52,1144907.76,954173.48
49,2080109.56,2160116.0,2289071.16,2291944.56,2220836.4,2294634.2,2186850.36,2145601.3200000003,2092607.16,2139676.56,726399.8,534943.56,732825.4,737278.84,769283.24,568658.9600000001,674901.1999999997,732465.06,669947.64,630996.0999999996,674737.6,730031.56,601230.0,733913.2,665214.0400000005,582793.06,728702.04,587233.12,727908.9999999999,792996.98,1137448.28,1007915.04,1155366.72,948544.04,1064402.5,1125783.2999999998,1129561.28,1076380.6,1146217.88,977879.24
50,211.0,207.0,219.0,218.0,206.0,228.0,210.0,193.0,199.0,205.0,120.0,109.0,130.0,133.0,142.0,107.0,112.0,129.0,120.0,117.0,112.0,135.0,110.0,130.0,112.0,110.0,131.0,120.0,126.0,189.0,137.0,111.0,147.0,115.0,123.0,136.0,126.0,128.0,147.0,116.0
51,646.0,593.0,639.0,604.0,650.0,707.0,728.0,558.0,609.0,613.0,224.0,205.0,264.0,269.0,245.0,216.0,228.0,248.0,221.0,238.0,228.0,243.0,255.0,230.0,221.0,213.0,242.0,239.0,276.0,460.0,324.0,283.0,355.0,303.0,412.0,449.0,370.0,363.0,359.0,340.0
52,113980.0,106601.0,90678.0,106231.0,107468.0,92513.0,106176.0,102199.0,88178.0,89537.0,51771.0,47468.0,53933.0,57169.0,55288.0,45195.0,48609.0,53910.0,50170.0,52513.0,48610.0,58817.0,49014.0,54307.0,48611.0,49434.0,53103.0,49689.0,55390.0,68938.0,59382.0,53210.0,62903.0,54211.0,59252.0,63988.0,60365.0,59462.0,61368.0,54352.0
53,2285763.0,2293977.0,2412590.0,2398453.0,2369018.0,2387212.0,2340109.0,2357676.0,2239433.0,2286982.0,781274.0,597269.0,792027.0,807534.0,824757.0,664209.0,749406.0,791579.0,754537.0,692887.0,745703.0,790234.0,690502.0,791221.0,750536.0,653090.0,781914.0,698698.0,785062.0,863874.0,1196993.0,1089459.0,1220823.0,1029043.0,1141200.0,1206479.0,1194313.0,1160224.0,1207679.0,1063423.0
